type,city,state,zip,amount,contributorType,contributionType,contributionSubType,date,matchAmount,oaeType,campaignId,campaignName,officeSought,batchId,source_file_group,longitude,latitude,isMiscCashContributionUnder100,district,year,candidate,candidate_norm,is_public_matching_contribution
contribution,Council Bluffs,IA,51503,10.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,,allowable,48,Steph Routh 2024, Councilor District 1,batch-61984,participant,-95.8393193,41.275022,,1,2024,Steph Routh,steph routh,False
contribution,Denver,CO,80203,10.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,,allowable,48,Steph Routh 2024, Councilor District 1,batch-61985,participant,-104.9830993,39.7429189,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97215,50.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-61986,participant,-122.5886697,45.5219678,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97218,350.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-8492,participant,-122.6157696,45.5598217,,1,2024,Steph Routh,steph routh,False
contribution,Easton,PA,18042,20.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,,allowable,48,Steph Routh 2024, Councilor District 1,batch-20018,participant,-75.2138539,40.6883269,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97220,100.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-10002,participant,-122.5747581,45.5292436,,1,2024,Steph Routh,steph routh,False
contribution,Vancouver,WA,98663,20.24,individual,contribution,cash,2023-09-13 07:00:00+00:00,,allowable,48,Steph Routh 2024, Councilor District 1,batch-1501,participant,-122.6702263,45.6512628,,1,2024,Steph Routh,steph routh,False
contribution,Tacoma,WA,98405,100.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,,allowable,48,Steph Routh 2024, Councilor District 1,batch-58599,participant,-122.5045712,47.2522769,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97214,100.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-6598,participant,-122.6468428,45.5181534,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97202,50.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-21101,participant,-122.6353935,45.4726159,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97214,10.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,90.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-11,participant,-122.6204495,45.5163596,,1,2024,Steph Routh,steph routh,False
contribution,Portland,WA,97214,100.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,0.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-58224,participant,-122.6368251,45.5187326,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97232,10.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,90.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-47322,participant,-122.6396472,45.5252177,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97216,20.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-2670,participant,-122.5426702,45.520148,,1,2024,Steph Routh,steph routh,False
contribution,Weaverville,NC,28787,10.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,,allowable,48,Steph Routh 2024, Councilor District 1,batch-61998,participant,-82.5535911,35.6837196,,1,2024,Steph Routh,steph routh,False
contribution,Naches,WA,97937,25.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,,allowable,48,Steph Routh 2024, Councilor District 1,batch-61999,participant,-120.699516,46.730958,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97214,20.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-349,participant,-122.6313144,45.5069731,,1,2024,Steph Routh,steph routh,False
contribution,Beaverton,OR,97007,250.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,,allowable,48,Steph Routh 2024, Councilor District 1,batch-62001,participant,-122.8503869,45.4744044,,1,2024,Steph Routh,steph routh,False
contribution,Las Vegas,NV,89141,10.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,,allowable,48,Steph Routh 2024, Councilor District 1,batch-62002,participant,-115.1867638,35.997911,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97213,25.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-62003,participant,-122.581002,45.5503152,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97220,20.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-37068,participant,-122.5703953,45.53421,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97209,25.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,,matchable,48,Steph Routh 2024, Councilor District 1,batch-1268,participant,-122.6909601,45.524017,,1,2024,Steph Routh,steph routh,False
contribution,Ojai,CA,93023,20.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,,allowable,48,Steph Routh 2024, Councilor District 1,batch-62006,participant,-119.2458216,34.4546321,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97236,25.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-58780,participant,-122.5069754,45.4926603,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97219,25.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-15584,participant,-122.6920243,45.472321,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97206,25.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-16654,participant,-122.6096723,45.4916842,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97211,20.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-15065,participant,-122.650413,45.557132,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97203,25.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-62011,participant,-122.7166918,45.5784452,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97213,20.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-1856,participant,-122.6048991,45.5405263,,1,2024,Steph Routh,steph routh,False
contribution,Happy Valley,OR,97015,25.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,,allowable,48,Steph Routh 2024, Councilor District 1,batch-62013,participant,-122.5024452,45.427216,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97232,20.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,0.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-49591,participant,-122.634094,45.523396,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97210,50.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-46120,participant,-122.7021851,45.5352156,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97206,25.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-62016,participant,-122.594053,45.495486,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97213,25.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-62017,participant,-122.5993676,45.5276074,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97217,25.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-62018,participant,-122.6968765,45.566951,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97213,25.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-48927,participant,-122.5979523,45.5280037,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97218,10.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,90.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-62020,participant,-122.5892752,45.5597828,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97215,100.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-62021,participant,-122.6155254,45.5085953,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97212,25.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-9539,participant,-122.6638977,45.5529231,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97206,10.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,90.0,matchable,51,Chris Flanary 2024, Councilor District 3,batch-44156,participant,-122.6117666,45.5025556,,3,2024,Chris Flanary,chris flanary,False
contribution,Portland,OR,97213,25.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-62024,participant,-122.6174645,45.5421004,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97219,50.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-62025,participant,-122.7000598,45.4551704,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97213,10.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,90.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-45627,participant,-122.6184702,45.5502899,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97213,50.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-16247,participant,-122.5827718,45.5375729,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97231,20.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-12903,participant,-122.7745228,45.5827037,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97219,10.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,90.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-62029,participant,-122.736391,45.4645222,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97213,190.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-1954,participant,-122.5960097,45.5299039,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97217,100.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-9284,participant,-122.669195,45.5668918,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97202,25.0,individual,contribution,cash,2023-09-13 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-37614,participant,-122.6567186,45.4638978,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97201,500.0,individual,contribution,cash,2023-09-13 00:00:00+00:00,,matchable,67,Debbie Kitchin 2024, Councilor District 2,batch-17979,participant,-122.7078652,45.501867,,2,2024,Debbie Kitchin,debbie kitchin,False
contribution,Huntsville,AL,35803,500.0,individual,contribution,cash,2023-09-13 00:00:00+00:00,,seed,72,Chad Lykins 2024, Councilor District 4,batch-62035,participant,-86.543026,34.6431818,,4,2024,Chad Lykins,chad lykins,False
contribution,Vancouver,WA,98664,25.0,individual,contribution,cash,2023-09-12 17:00:00+00:00,,allowable,101,Jesse Cornett 2024, Councilor District 3,batch-12548,participant,-122.6008909,45.6128126,,3,2024,Jesse Cornett,jesse cornett,False
contribution,Portland,OR,97214,25.0,individual,contribution,cash,2023-09-12 17:00:00+00:00,180.0,matchable,101,Jesse Cornett 2024, Councilor District 3,batch-49381,participant,-122.640869,45.5212911,,3,2024,Jesse Cornett,jesse cornett,False
contribution,Portland,OR,97221,25.0,individual,contribution,cash,2023-09-12 17:00:00+00:00,180.0,matchable,101,Jesse Cornett 2024, Councilor District 3,batch-11836,participant,-122.7333382,45.481234,,3,2024,Jesse Cornett,jesse cornett,False
contribution,Portland,OR,97218,50.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-62041,participant,-122.6005966,45.5649207,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97217,20.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-792,participant,-122.6797135,45.5567591,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97216,20.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-2672,participant,-122.5426702,45.520148,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97266,50.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-13789,participant,-122.5720394,45.5024792,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97211,25.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-60628,participant,-122.6495375,45.5545633,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97210,50.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-45251,participant,-122.7243273,45.5221435,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97202,25.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-8736,participant,-122.6358634,45.492506,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97212,50.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-36153,participant,-122.6321669,45.5469356,,1,2024,Steph Routh,steph routh,False
contribution,Port Orchard,WA,98366,10.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,,allowable,48,Steph Routh 2024, Councilor District 1,batch-62050,participant,-122.6414584,47.5286906,,1,2024,Steph Routh,steph routh,False
contribution,Lakewood,CO,80214,10.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,,allowable,48,Steph Routh 2024, Councilor District 1,batch-62051,participant,-105.0834615,39.7466098,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97210,5.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,45.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-62052,participant,-122.7030263,45.5316867,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97215,50.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-3942,participant,-122.6005479,45.5188347,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97213,10.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,90.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-62054,participant,-122.5910017,45.5502705,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97227,25.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-9536,participant,-122.6692702,45.5481641,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97206,25.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-55809,participant,-122.6170812,45.4894411,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97215,50.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-62057,participant,-122.6021258,45.5115192,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97217,25.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-10667,participant,-122.6762903,45.5588211,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97201,125.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,180.0,matchable,67,Debbie Kitchin 2024, Councilor District 2,batch-17979,participant,,,,2,2024,Debbie Kitchin,debbie kitchin,False
contribution,Portland,OR,97206,25.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-22366,participant,-122.6166076,45.4913942,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97214,10.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,90.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-35767,participant,-122.6363328,45.5140766,,1,2024,Steph Routh,steph routh,False
contribution,Medford,OR,97501,10.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,,allowable,48,Steph Routh 2024, Councilor District 1,batch-20810,participant,-122.8807356,42.307047,,1,2024,Steph Routh,steph routh,False
contribution,Louisville,KY,40217,25.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,,allowable,48,Steph Routh 2024, Councilor District 1,batch-62063,participant,-85.7435815,38.2193992,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97211,25.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-25645,participant,-122.6455601,45.5604841,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97219,20.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-25816,participant,-122.6839541,45.4681785,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97209,25.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-44482,participant,-122.6811825,45.5325819,,1,2024,Steph Routh,steph routh,False
contribution,Gresham,OR,97080,25.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,,allowable,48,Steph Routh 2024, Councilor District 1,batch-14527,participant,-122.4513807,45.4822208,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97233,25.0,individual,contribution,cash,2023-09-12 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-62068,participant,-122.533632,45.5155573,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97239,300.0,individual,contribution,cash,2023-09-12 00:00:00+00:00,0.0,seed,72,Chad Lykins 2024, Councilor District 4,batch-11901,participant,-122.7004407,45.4914613,,4,2024,Chad Lykins,chad lykins,False
contribution,Portland,OR,97239,500.0,individual,contribution,cash,2023-09-12 00:00:00+00:00,,matchable,72,Chad Lykins 2024, Councilor District 4,batch-61532,participant,-122.706791,45.4794511,,4,2024,Chad Lykins,chad lykins,False
contribution,Lake Oswego,OR,97034,500.0,individual,contribution,cash,2023-09-12 00:00:00+00:00,,allowable,72,Chad Lykins 2024, Councilor District 4,batch-44129,participant,-122.6975257,45.4228584,,4,2024,Chad Lykins,chad lykins,False
contribution,Portland,OR,97239,500.0,individual,contribution,cash,2023-09-12 00:00:00+00:00,,matchable,72,Chad Lykins 2024, Councilor District 4,batch-61536,participant,-122.706791,45.4794511,,4,2024,Chad Lykins,chad lykins,False
contribution,Portland,OR,97212,50.0,individual,contribution,cash,2023-09-12 00:00:00+00:00,,matchable,66,Deian Salazar 2024, Councilor District 1,batch-62073,participant,-122.6458097,45.5372419,,1,2024,Deian Salazar,deian salazar,False
contribution,Portland,OR,97221,500.0,individual,contribution,cash,2023-09-12 00:00:00+00:00,,matchable,72,Chad Lykins 2024, Councilor District 4,batch-25412,participant,-122.7234626,45.4805047,,4,2024,Chad Lykins,chad lykins,False
contribution,Portland,OR,97221,500.0,family,contribution,cash,2023-09-12 00:00:00+00:00,,matchable,72,Chad Lykins 2024, Councilor District 4,batch-9752,participant,-122.7234626,45.4805047,,4,2024,Chad Lykins,chad lykins,False
contribution,Portland,OR,97202,500.0,individual,contribution,cash,2023-09-12 00:00:00+00:00,,seed,71,Tony Morse 2024, Councilor District 4,batch-62076,participant,-122.6476226,45.4753082,,4,2024,Tony Morse,tony morse,False
contribution,Portland,OR,97206,100.0,individual,contribution,cash,2023-09-11 07:00:00+00:00,180.0,matchable,48,Steph Routh 2024, Councilor District 1,batch-36593,participant,-122.5814601,45.4677896,,1,2024,Steph Routh,steph routh,False
contribution,Troutdale,OR,97060,500.0,individual,contribution,cash,2023-09-11 07:00:00+00:00,,seed,48,Steph Routh 2024, Councilor District 1,batch-62092,participant,-122.3851144,45.5143281,,1,2024,Steph Routh,steph routh,False
contribution,Portland,OR,97219,20.0,individual,contribution,cash,2023-09-10 07:00:00+00:00,180.0,matchable,61,Timur Ender 2024, Councilor District 1,batch-6206,participant,-122.706917,45.4711227,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97202,100.0,individual,contribution,cash,2023-09-10 07:00:00+00:00,180.0,matchable,61,Timur Ender 2024, Councilor District 1,batch-58238,participant,-122.6450162,45.5011481,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97212,50.0,individual,contribution,cash,2023-09-10 07:00:00+00:00,180.0,matchable,61,Timur Ender 2024, Councilor District 1,batch-25165,participant,-122.6291911,45.5515799,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97214,50.0,individual,contribution,cash,2023-09-10 07:00:00+00:00,180.0,matchable,61,Timur Ender 2024, Councilor District 1,batch-62126,participant,-122.6383797,45.5140944,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97215,50.0,individual,contribution,cash,2023-09-10 07:00:00+00:00,180.0,matchable,61,Timur Ender 2024, Councilor District 1,batch-25610,participant,-122.6133032,45.5206744,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97214,50.0,individual,contribution,cash,2023-09-10 07:00:00+00:00,180.0,matchable,61,Timur Ender 2024, Councilor District 1,batch-5411,participant,-122.6383797,45.5140944,,1,2024,Timur Ender,timur ender,False
contribution,Redmond,WA,98053,100.0,individual,contribution,cash,2023-09-10 07:00:00+00:00,,allowable,61,Timur Ender 2024, Councilor District 1,batch-28276,participant,-122.0415367,47.6905833,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97206,100.0,individual,contribution,cash,2023-09-10 07:00:00+00:00,180.0,matchable,61,Timur Ender 2024, Councilor District 1,batch-50608,participant,-122.614131,45.4887421,,1,2024,Timur Ender,timur ender,False
contribution,Camas,WA,98607,100.0,individual,contribution,cash,2023-09-10 07:00:00+00:00,,allowable,61,Timur Ender 2024, Councilor District 1,batch-40657,participant,-122.3866454,45.6065683,,1,2024,Timur Ender,timur ender,False
contribution,Longmont,CO,80501,20.0,individual,contribution,cash,2023-09-10 07:00:00+00:00,,allowable,61,Timur Ender 2024, Councilor District 1,batch-62133,participant,-105.1120542,40.1780299,,1,2024,Timur Ender,timur ender,False
contribution,Raleigh,NC,27601,250.0,individual,contribution,cash,2023-09-10 07:00:00+00:00,,allowable,61,Timur Ender 2024, Councilor District 1,batch-62135,participant,-78.6336455,35.7822016,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97232,20.0,individual,contribution,cash,2023-09-10 07:00:00+00:00,180.0,matchable,61,Timur Ender 2024, Councilor District 1,batch-62136,participant,-122.6601014,45.5301908,,1,2024,Timur Ender,timur ender,False
contribution,Cary,NC,27518,300.0,individual,contribution,cash,2023-09-10 07:00:00+00:00,,allowable,61,Timur Ender 2024, Councilor District 1,batch-62137,participant,-78.7601586,35.7390788,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97225,500.0,individual,contribution,cash,2023-09-10 07:00:00+00:00,,seed,61,Timur Ender 2024, Councilor District 1,batch-48207,participant,-122.7707725,45.47922,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97214,20.0,individual,contribution,cash,2023-09-10 07:00:00+00:00,180.0,matchable,61,Timur Ender 2024, Councilor District 1,batch-46090,participant,-122.6301939,45.5075374,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97217,20.0,individual,contribution,cash,2023-09-10 07:00:00+00:00,180.0,matchable,61,Timur Ender 2024, Councilor District 1,batch-109,participant,-122.6845631,45.5642718,,1,2024,Timur Ender,timur ender,False
contribution,Bethlehem,PA,18020,200.0,individual,contribution,cash,2023-09-10 07:00:00+00:00,,allowable,61,Timur Ender 2024, Councilor District 1,batch-62142,participant,-75.3157313,40.6507729,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97239,255.0,individual,contribution,cash,2023-09-10 07:00:00+00:00,180.0,matchable,61,Timur Ender 2024, Councilor District 1,batch-31749,participant,-122.710833,45.4867379,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97217,25.0,individual,contribution,cash,2023-09-10 07:00:00+00:00,180.0,matchable,61,Timur Ender 2024, Councilor District 1,batch-62145,participant,-122.6704526,45.5685496,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97215,25.55,individual,contribution,cash,2023-09-10 07:00:00+00:00,180.0,matchable,61,Timur Ender 2024, Councilor District 1,batch-2042,participant,-122.6189283,45.5184191,,1,2024,Timur Ender,timur ender,False
contribution,Chicago,IL,60607,100.0,individual,contribution,cash,2023-09-10 07:00:00+00:00,,allowable,61,Timur Ender 2024, Councilor District 1,batch-62147,participant,-87.6518837,41.8772299,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97211,100.0,individual,contribution,cash,2023-09-10 07:00:00+00:00,180.0,matchable,61,Timur Ender 2024, Councilor District 1,batch-40008,participant,-122.6551947,45.5601925,,1,2024,Timur Ender,timur ender,False
contribution,Portland,OR,97211,20.0,individual,contribution,cash,2023-09-09 17:00:00+00:00,180.0,matchable,60,Angelita Morillo 2024, Councilor District 3,batch-11312,participant,-122.649007,45.5578585,,3,2024,Angelita Morillo,angelita morillo,False
contribution,Gresham,OR,97030,20.0,individual,contribution,cash,2023-09-09 17:00:00+00:00,,seed,60,Angelita Morillo 2024, Councilor District 3,batch-62151,participant,-122.3980225,45.5092255,,3,2024,Angelita Morillo,angelita morillo,False
contribution,Lake Oswego,OR,97035,100.0,individual,contribution,cash,2023-09-09 17:00:00+00:00,,seed,60,Angelita Morillo 2024, Councilor District 3,batch-54261,participant,-122.7400206,45.4023732,,3,2024,Angelita Morillo,angelita morillo,False
contribution,Portland,OR,97213,25.0,individual,contribution,cash,2023-09-09 17:00:00+00:00,180.0,matchable,60,Angelita Morillo 2024, Councilor District 3,batch-938,participant,-122.6005226,45.525178,,3,2024,Angelita Morillo,angelita morillo,False
contribution,Portland,OR,97233,50.0,individual,contribution,cash,2023-09-09 17:00:00+00:00,180.0,matchable,60,Angelita Morillo 2024, Councilor District 3,batch-62154,participant,-122.4931097,45.5158993,,3,2024,Angelita Morillo,angelita morillo,False
contribution,Portland,OR,97214,25.0,individual,contribution,cash,2023-09-09 17:00:00+00:00,180.0,matchable,60,Angelita Morillo 2024, Councilor District 3,batch-490,participant,-122.6565374,45.516738,,3,2024,Angelita Morillo,angelita morillo,False
contribution,Eugene,OR,97405,10.0,individual,contribution,cash,2023-09-09 17:00:00+00:00,,seed,60,Angelita Morillo 2024, Councilor District 3,batch-62156,participant,-123.0888873,44.0085294,,3,2024,Angelita Morillo,angelita morillo,False
